"","Checked","Ion","Charge","Molecular.Weight","m.z","RT..min.","FWHM..min.","X..MI","Area","Parent.Area....","Study.File.ID","X.","beginNum","scanNum","tr","pepmass","endNum","productIon","intensity","neutralLoss","Hex","dHex","Pen","HexA","Mal","Cou","Fur","Sin","DDMP","Caf","mzOfChain","ppm","numOfSugar","k.radio","lable","Algycone"
"5005","false","[M-H]-1","-1","NA","433.114013671875","0.1","0.142","3","227241.644436151","100","F2","","1","2","6","433.114013671875","226","271.0612","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.0825155257267465,1,1,"Biggest NL (One)","Glycinol / Pinobanksin / (2S)-Naringenin / 1-Phenyl-3-(2,4,6-Trihydroxyphenyl)Propane-1,3-Dione / 2,4',7-Trihydroxyisoflavanone / 2,5,7-Trihydroxyflavanone / Naringenin Chalcone / P-Coumaroyltriacetic Acid Lactone"
"50051","...","...","...","...","...","...","...","...","...","...","...","...","227","4","16","433.114013671875","464","271.0612","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.201342567744626,1,1,"Biggest NL (One)","Glycinol / Pinobanksin / (2S)-Naringenin / 1-Phenyl-3-(2,4,6-Trihydroxyphenyl)Propane-1,3-Dione / 2,4',7-Trihydroxyisoflavanone / 2,5,7-Trihydroxyflavanone / Naringenin Chalcone / P-Coumaroyltriacetic Acid Lactone"
"2","false","[M-H]-1","-1","NA","433.114013671875","0.266666666666667","0.142","3","227241.644436151","100","F2","","1","2","6","433.114013671875","226","271.0612","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.0825155257267465,1,1,"Biggest NL (One)","Glycinol / Pinobanksin / (2S)-Naringenin / 1-Phenyl-3-(2,4,6-Trihydroxyphenyl)Propane-1,3-Dione / 2,4',7-Trihydroxyisoflavanone / 2,5,7-Trihydroxyflavanone / Naringenin Chalcone / P-Coumaroyltriacetic Acid Lactone"
"1","...","...","...","...","...","...","...","...","...","...","...","...","227","4","16","433.114013671875","464","271.0612","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.201342567744626,1,1,"Biggest NL (One)","Glycinol / Pinobanksin / (2S)-Naringenin / 1-Phenyl-3-(2,4,6-Trihydroxyphenyl)Propane-1,3-Dione / 2,4',7-Trihydroxyisoflavanone / 2,5,7-Trihydroxyflavanone / Naringenin Chalcone / P-Coumaroyltriacetic Acid Lactone"
"3","false","[M-H]-1","-1","NA","280.10513305664","0.85","0.142","3","227241.644436151","100","F2","","465","11","51","280.1051330566406","614","148.0617","1","132.0434",0,0,1,0,0,0,0,0,0,0,132.0422586,9.00049693575261,1,1,"Biggest NL (One)","1-Methyladenine / N,N-Dihydroxy-Valine"
"4","false","[M-H]-1","-1","NA","266.08950805664","1.01666666666667","0.142","3","227241.644436151","100","F2","","615","13","61","266.0895080566406","828","134.0461","1","132.0434",0,0,1,0,0,0,0,0,0,0,132.0422586,8.68999577415891,1,1,"Biggest NL (One)","Adenine"
"5","false","[M-H]-1","-1","NA","563.140625","1.51666666666667","0.142","3","227241.644436151","100","F2","","829","19","91","563.140625","1082","239.0348","0.01011849","324.1058",2,0,0,0,0,0,0,0,0,0,324.1056466,0.436277305733653,2,0.5," ","No matched algycone"
"11","...","...","...","...","...","...","...","...","...","...","...","...","829","19","91","563.140625","1082","255.0659","0.01074883","308.0747",0,0,1,1,0,0,0,0,0,0,308.0743464,1.24515243416341,2,0.5," ","Pinocembrin / 4',7-Dihydroxyflavanone / (-)-3,9-Dihydroxypterocarpan"" / Apigeninidin / Pinocembrin Chalcone / [3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl] 2,4-Dihydroxy-6-[(E)-2-Phenylethenyl]Benzoate-Aglycone / Aloin-Aglycone / Isoliquiritigen"
"21","...","...","...","...","...","...","...","...","...","...","...","...","829","19","91","563.140625","1082","269.0455","1","294.0951",1,0,1,0,0,0,0,0,0,0,294.0950819,0.190754598584303,2,0.5,"Biggest NL (One)","Trihydroxyflavone / Baicalein / Lucidin / Emodin / Genistein / 8-[(2S,3R,4R,5S,6R)-3,4-Dihydroxy-6-(Hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One-Aglycone / Pelargonidin"
"6","false","[M-H]-1","-1","NA","423.129669189453","2.26666666666667","0.142","3","227241.644436151","100","F2","","1083","28","136","423.1296691894531","1380","261.0769","0.1593385","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.124098728776352,1,1,"Biggest NL (One)","Smyrindiol / Racemol"
"7","false","[M-H]-1","-1","NA","549.161376953125","2.51666666666667","0.142","3","227241.644436151","100","F2","","1381","31","151","549.161376953125","1689","255.0661","1","294.0953",1,0,1,0,0,0,0,0,0,0,294.0950819,0.75843823840568,2,1,"Biggest NL (One)","Pinocembrin / 4',7-Dihydroxyflavanone / (-)-3,9-Dihydroxypterocarpan"" / Apigeninidin / Pinocembrin Chalcone / [3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl] 2,4-Dihydroxy-6-[(E)-2-Phenylethenyl]Benzoate-Aglycone / Aloin-Aglycone / Isoliquiritigen"
"12","...","...","...","...","...","...","...","...","...","...","...","...","1381","31","151","549.161376953125","1689","417.1189","0.01163964","132.0424",0,0,1,0,0,0,0,0,0,0,132.0422586,1.32043253903191,1,1," ","No matched algycone"
"8","false","[M-H]-1","-1","NA","579.171936035156","3.26666666666667","0.142","3","227241.644436151","100","F2","","1690","40","196","579.1719360351562","2014","271.0612","0.1330871","308.1107",1,1,0,0,0,0,0,0,0,0,308.110732,0.0325699655870185,2,0.5,"Biggest NL (One)","Glycinol / Pinobanksin / (2S)-Naringenin / 1-Phenyl-3-(2,4,6-Trihydroxyphenyl)Propane-1,3-Dione / 2,4',7-Trihydroxyisoflavanone / 2,5,7-Trihydroxyflavanone / Naringenin Chalcone / P-Coumaroyltriacetic Acid Lactone"
"9","false","[M-H]-1","-1","NA","517.171508789062","3.51666666666667","0.142","3","227241.644436151","100","F2","","2015","43","211","517.1715087890625","2436","355.1186","0.1468662","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.576904534482418,1,1,"Biggest NL (One)","Piperitol / Noranthrone / Shuterin"
"10","false","[M-H]-1","-1","NA","497.192932128906","3.76666666666667","0.142","3","227241.644436151","100","F2","","2437","46","226","497.19293212890614","2807","335.1399","0.01402418","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,1.12203353459273,1,1,"Biggest NL (One)","Vincoside Lactam Aglycone"
"111","false","[M-H]-1","-1","NA","473.166442871093","4.01666666666667","0.142","3","227241.644436151","100","F2","","2808","49","241","473.16644287109386","3038","149.0597","1","324.1068",2,0,0,0,0,0,0,0,0,0,324.1056466,3.40712154515386,2,0.5,"Biggest NL (One)","(2E,4E,6E)-4-Methylocta-2,4,6-Trienedial / 3-Phenylpropionic Acid / 4-Coumaryl Alcohol / 1-[2-Methyl-6-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyphenyl]Ethanone-Aglycone / (2R,3S,4S,5R,6R)-2-(Hydroxymethyl)-6-[[(2R,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-(2-Hydroxy-4-Prop-2-Enylphenoxy)Oxan-2-Yl]Methoxy]Oxane-3,4,5-Triol-Aglycone"
"121","false","[M-H]-1","-1","NA","821.396484375","4.51666666666667","0.142","3","227241.644436151","100","F2","","3039","55","271","821.396484375","3409","469.3328","0.01192323","352.0637",0,0,0,2,0,0,0,0,0,0,352.0641756,1.2816571795552,2,1,"Biggest NL (One)","Uralenic Acid"
"13","...","...","...","...","...","...","...","...","...","...","...","...","3039","55","271","821.396484375","3409","645.3655","0.01727026","176.031",0,0,0,1,0,0,0,0,0,0,176.0320878,6.22290987079827,1,1," ","No matched algycone"
"131","false","[M-H]-1","-1","NA","311.149993896484","4.76666666666667","0.142","3","227241.644436151","100","F2","","3410","58","286","311.1499938964844","3658","149.0959","1","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,7.93930178743712,1,1,"Biggest NL (One)","Thymol"
"14","false","[M-H]-1","-1","NA","533.202819824218","5.01666666666667","0.142","3","227241.644436151","100","F2","","3659","61","301","533.2028198242188","4085","371.1494","0.1879877","162.0535",1,0,0,0,0,0,0,0,0,0,162.0528233,3.90318253653718,1,1,"Biggest NL (One)","Arctigenin / Phillygenin"
"15","false","[M-H]-1","-1","NA","427.160949707031","5.76666666666667","0.142","3","227241.644436151","100","F2","","4086","70","346","427.1609497070312","4379","119.0489","1","308.1121",1,1,0,0,0,0,0,0,0,0,308.110732,4.39355382026573,2,0.5,"Biggest NL (One)","No matched algycone"
"16","false","[M-H]-1","-1","NA","299.113616943359","6.01666666666667","0.142","3","227241.644436151","100","F2","","4380","73","361","299.1136169433594","4594","137.0595","0.02419911","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,7.87171301247843,1,1,"Biggest NL (One)","(2E,4E,6E)-7-Hydroxy-4-Methylhepta-2,4,6-Trienal / 4-Tyrosol"
"17","false","[M-H]-1","-1","NA","429.140228271484","6.26666666666667","0.142","3","227241.644436151","100","F2","","4595","76","376","429.1402282714844","4793","135.0438","1","294.0965",1,0,1,0,0,0,0,0,0,0,294.0950819,4.74120432174872,2,0.5,"Biggest NL (One)","(4-Hydroxyphenyl)Acetaldehyde / Piceol"
"18","false","[M-H]-1","-1","NA","345.119110107421","6.51666666666667","0.142","3","227241.644436151","100","F2","","4794","79","391","345.1191101074219","5293","183.065","0.01074887","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,7.70611565416342,1,1,"Biggest NL (One)","7-(Hydroxymethyl)-1,4A,5,7A-Tetrahydrocyclopenta[C]Pyran-1,5-Diol / (2R,3S,4S,5R,6S)-2-(Hydroxymethyl)-6-(3,4,5-Trimethoxyphenoxy)Oxane-3,4,5-Triol-Aglycone / 2-[(4-Hydroxy-3,5-Dimethoxyphenyl)Methoxy]-6-(Hydroxymethyl)Oxane-3,4,5-Triol-Aglycone"
"19","false","[M-H]-1","-1","NA","297.097961425781","7.01666666666667","0.142","3","227241.644436151","100","F2","","5294","85","421","297.0979614257812","5997","135.0438","0.01697127","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,7.97342158078588,1,1,"Biggest NL (One)","(4-Hydroxyphenyl)Acetaldehyde / Piceol"
"20","false","[M-H]-1","-1","NA","431.098358154296","7.51666666666667","0.142","3","227241.644436151","100","F2","","5998","91","451","431.0983581542969","6205","269.0455","1","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.517450123748922,1,1,"Biggest NL (One)","Trihydroxyflavone / Baicalein / Lucidin / Emodin / Genistein / 8-[(2S,3R,4R,5S,6R)-3,4-Dihydroxy-6-(Hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One-Aglycone / Pelargonidin"
"211","false","[M-H]-1","-1","NA","323.077239990234","7.76666666666667","0.142","3","227241.644436151","100","F2","","6206","94","466","323.0772399902344","6457","161.0234","0.3317453","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.48358603527311,1,1,"Biggest NL (One)","Umbelliferone"
"22","false","[M-H]-1","-1","NA","407.098358154296","8.01666666666667","0.142","3","227241.644436151","100","F2","","6458","97","481","407.0983581542969","6732","83.01246","0.0113364","324.0859",1,0,0,0,0,0,0,0,0,1,324.0845186,4.25366950238283,2,1,"Biggest NL (One)","No matched algycone"
"110","...","...","...","...","...","...","...","...","...","...","...","...","6458","97","481","407.0983581542969","6732","245.0454","0.2560324","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,0.807478626768612,1,1," ","Iriflophenone"
"23","false","[M-H]-1","-1","NA","431.155883789062","8.26666666666667","0.142","3","227241.644436151","100","F2","","6733","100","496","431.1558837890625","7055","137.0598","0.01753771","294.0961",1,0,1,0,0,0,0,0,0,0,294.0950819,3.56308348303787,2,1,"Biggest NL (One)","(2E,4E,6E)-7-Hydroxy-4-Methylhepta-2,4,6-Trienal / 4-Tyrosol"
"112","...","...","...","...","...","...","...","...","...","...","...","...","6733","100","496","431.1558837890625","7055","299.1135","0.04228563","132.0423",0,0,1,0,0,0,0,0,0,0,132.0422586,0.592151460068883,1,1," ","No matched algycone"
"24","false","[M-H]-1","-1","NA","393.119110107421","8.51666666666667","0.142","3","227241.644436151","100","F2","","7056","103","511","393.1191101074219","7254","231.0659","0.2107126","162.0532",1,0,0,0,0,0,0,0,0,0,162.0528233,2.29435415721848,1,1,"Biggest NL (One)","Aloesone"
"113","...","...","...","...","...","...","...","...","...","...","...","...","7056","103","511","393.1191101074219","7254","261.0769","0.02427911","132.0422",0,0,1,0,0,0,0,0,0,0,132.0422586,0.20063715767949,1,1," ","Smyrindiol / Racemol"
"25","false","[M-H]-1","-1","NA","285.097961425781","8.76666666666667","0.142","3","227241.644436151","100","F2","","7255","106","526","285.0979614257812","7439","123.044","0.9494727","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.22059207829627,1,1,"Biggest NL (One)","Salicyl Alcohol / Orcinol"
"26","false","[M-H]-1","-1","NA","271.082336425781","9.01666666666667","0.142","3","227241.644436151","100","F2","","7440","109","541","271.0823364257812","7667","109.0282","0.1569337","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,8.1647141426527,1,1,"Biggest NL (One)","No matched algycone"
"27","false","[M-H]-1","-1","NA","423.129669189453","9.26666666666667","0.142","3","227241.644436151","100","F2","","7668","112","556","423.1296691894531","7931","261.0767","1","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,0.863232923176759,1,1,"Biggest NL (One)","Smyrindiol / Racemol"
"29","false","[M-H]-1","-1","NA","441.176605224609","10.2666666666667","0.142","3","227241.644436151","100","F2","","8260","124","616","441.1766052246094","8571","133.0647","0.4484974","308.1119",1,1,0,0,0,0,0,0,0,0,308.110732,3.72989384508767,2,0.5,"Biggest NL (One)","Cinnamyl Alcohol / 4-Allylphenol"
"30","false","[M-H]-1","-1","NA","373.114013671875","10.5166666666667","0.142","3","227241.644436151","100","F2","","8572","127","631","373.114013671875","8809","211.0606","0.03587328","162.0534",1,0,0,0,0,0,0,0,0,0,162.0528233,3.3653843759978,1,1,"Biggest NL (One)","Swertiamarin-Aglycone / 1-[4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(E)-3-(4-Hydroxyphenyl)Prop-2-Enoyl]Oxyoxan-2-Yl]Oxy-6-Hydroxy-7-Methylidene-4A,5,6,7A-Tetrahydro-1H-Cyclopenta[C]Pyran-4-Carboxylic Acid-Aglycone"
"32","false","[M-H]-1","-1","NA","431.098358154296","11.2666666666667","0.142","3","227241.644436151","100","F2","","9057","136","676","431.0983581542969","9266","269.0456","0.04223037","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.173682305903962,1,1,"Biggest NL (One)","Trihydroxyflavone / Baicalein / Lucidin / Emodin / Genistein / 8-[(2S,3R,4R,5S,6R)-3,4-Dihydroxy-6-(Hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One-Aglycone / Pelargonidin"
"34","false","[M-H]-1","-1","NA","435.129669189453","11.7666666666667","0.142","3","227241.644436151","100","F2","","9585","142","706","435.1296691894531","9822","273.0766","0.7011288","162.0531",1,0,0,0,0,0,0,0,0,0,162.0528233,1.81970860187525,1,1,"Biggest NL (One)","Apiforol / Phloretin / Propanone / 7-[3,4-Dihydroxy-5-(Hydroxymethyl)Oxolan-2-Yl]Oxy-2-(4-Hydroxyphenyl)-3,4-Dihydro-2H-Chromene-3,5-Diol-Aglycone"
"35","false","[M-H]-1","-1","NA","341.12417602539","12.0166666666667","0.142","3","227241.644436151","100","F2","","9823","145","721","341.1241760253906","10170","179.0705","0.4241417","162.0537",1,0,0,0,0,0,0,0,0,0,162.0528233,5.49648242244786,1,1,"Biggest NL (One)","Coniferol / Coniferol"
"36","false","[M-H]-1","-1","NA","309.097961425781","12.2666666666667","0.142","3","227241.644436151","100","F2","","10171","148","736","309.0979614257812","10389","147.044","1","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.26995798208822,1,1,"Biggest NL (One)","4-Coumaraldehyde / Cinnamic acids"
"37","false","[M-H]-1","-1","NA","325.092895507812","12.5166666666667","0.142","3","227241.644436151","100","F2","","10390","151","751","325.0928955078125","10562","163.039","0.5887253","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.82000012380422,1,1,"Biggest NL (One)","Coumarinic Acid / 4-Hydroxycinnamic Acid / Enol-Phenylpyruvate / 3-Phenylpyruvic Acid / 2-Hydroxy-3-Phenyl-2-Propenoic Acid"
"38","false","[M-H]-1","-1","NA","311.113616943359","12.7666666666667","0.142","3","227241.644436151","100","F2","","10563","154","766","311.1136169433594","10943","149.0597","0.6929268","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.05100521743488,1,1,"Biggest NL (One)","(2E,4E,6E)-4-Methylocta-2,4,6-Trienedial / 3-Phenylpropionic Acid / 4-Coumaryl Alcohol / 1-[2-Methyl-6-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyphenyl]Ethanone-Aglycone / (2R,3S,4S,5R,6R)-2-(Hydroxymethyl)-6-[[(2R,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-(2-Hydroxy-4-Prop-2-Enylphenoxy)Oxan-2-Yl]Methoxy]Oxane-3,4,5-Triol-Aglycone"
"40","false","[M-H]-1","-1","NA","419.134735107421","13.2666666666667","0.142","3","227241.644436151","100","F2","","11172","160","796","419.1347351074219","11363","257.0815","1","162.0532",1,0,0,0,0,0,0,0,0,0,162.0528233,2.43011171815911,1,1,"Biggest NL (One)","Isorhapontigenin"
"41","false","[M-H]-1","-1","NA","577.15625","13.5166666666667","0.142","3","227241.644436151","100","F2","","11364","163","811","577.15625","11609","269.0455","0.01146829","308.1108",1,1,0,0,0,0,0,0,0,0,308.110732,0.142805781004549,2,0.5,"Biggest NL (One)","Trihydroxyflavone / Baicalein / Lucidin / Emodin / Genistein / 8-[(2S,3R,4R,5S,6R)-3,4-Dihydroxy-6-(Hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]-5,7-Dihydroxy-2-(4-Hydroxyphenyl)Chromen-4-One-Aglycone / Pelargonidin"
"42","false","[M-H]-1","-1","NA","371.134735107421","14.0166666666667","0.142","3","227241.644436151","100","F2","","11610","169","841","371.1347351074219","12044","209.0812","0.8963713","162.0536",1,0,0,0,0,0,0,0,0,0,162.0528233,4.62691076469988,1,1,"Biggest NL (One)","Phlorisovalerophenone / Sinapyl Alcohol / (2R,3S,4S,5R,6R)-2-(Hydroxymethyl)-6-[[(2R,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-[4-[(E)-3-Hydroxyprop-1-Enyl]-2,6-Dimethoxyphenoxy]Oxan-2-Yl]Methoxy]Oxane-3,4,5-Triol-Aglycone"
"43","false","[M-H]-1","-1","NA","447.093292236328","14.2666666666667","0.142","3","227241.644436151","100","F2","","12045","172","856","447.0932922363281","12291","285.0402","0.09044718","162.0531",1,0,0,0,0,0,0,0,0,0,162.0528233,1.71509416365118,1,1,"Biggest NL (One)","Isoorientin / 4-(3,4-Dihydroxyphenyl)-7-Hydroxy-5-[3,4,5-Trihydroxy-6-[(3,4,5-Trihydroxyoxan-2-Yl)Oxymethyl]Oxan-2-Yl]Oxychromen-2-One-Aglycone / Kaempferol / 7,8,3',4'-Tetrahydroxyflavone / Cyanidin-H"
"44","false","[M-H]-1","-1","NA","369.082702636718","15.0166666666667","0.142","3","227241.644436151","100","F2","","12292","181","901","369.0827026367188","12470","207.029","1","162.0537",1,0,0,0,0,0,0,0,0,0,162.0528233,5.14235060231338,1,1,"Biggest NL (One)","Fratexin / (E)-3-[6-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy-1,3-Benzodioxol-5-Yl]Prop-2-Enoic Acid-Aglycone"
"48","false","[M-H]-1","-1","NA","389.12417602539","16.2666666666667","0.142","3","227241.644436151","100","F2","","13440","196","976","389.1241760253906","13663","227.0709","1","162.0533",1,0,0,0,0,0,0,0,0,0,162.0528233,2.63324179288159,1,1,"Biggest NL (One)","Trans-Resveratrol"
"49","false","[M-H]-1","-1","NA","310.093231201171","16.5166666666667","0.142","3","227241.644436151","100","F2","","13664","199","991","310.0932312011719","13874","148.0393","1","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.89832757904469,1,1,"Biggest NL (One)","4-Hydroxymandelonitrile / 2-Formylaminobenzaldehyde / 3-Hydroxyindolin-2-One / 5,6-Dihydroxyindole / 2,4-Dihydroxybenzeneacetonitrile"
"50","false","[M-H]-1","-1","NA","325.092895507812","16.7666666666667","0.142","3","227241.644436151","100","F2","","13875","202","1006","325.0928955078125","14067","163.039","0.9178886","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.80148789385963,1,1,"Biggest NL (One)","Coumarinic Acid / 4-Hydroxycinnamic Acid / Enol-Phenylpyruvate / 3-Phenylpyruvic Acid / 2-Hydroxy-3-Phenyl-2-Propenoic Acid"
"51","false","[M-H]-1","-1","NA","461.130065917968","17.0166666666667","0.142","3","227241.644436151","100","F2","","14068","205","1021","461.13006591796886","14370","137.0231","1","324.1069",2,0,0,0,0,0,0,0,0,0,324.1056466,3.92561187251666,2,0.5,"Biggest NL (One)","3,4-Dihydroxybenzaldehyde / Gentisate Aldehyde / Salicylic Acid / P-Hydroxybenzoic Acid"
"52","false","[M-H]-1","-1","NA","493.207916259765","17.2666666666667","0.142","3","227241.644436151","100","F2","","14371","208","1036","493.2079162597656","14690","331.1551","0.5894257","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.221901457277011,1,1,"Biggest NL (One)","16Α-17-Epoxy Gibberellin A / Ga20 / Ga4 / Ga51 / Rubranol"
"55","false","[M-H]-1","-1","NA","299.113616943359","18.0166666666667","0.142","3","227241.644436151","100","F2","","15192","217","1081","299.1136169433594","15511","137.0596","1","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.34720066718798,1,1,"Biggest NL (One)","(2E,4E,6E)-7-Hydroxy-4-Methylhepta-2,4,6-Trienal / 4-Tyrosol"
"56","false","[M-H]-1","-1","NA","473.166442871093","18.2666666666667","0.142","3","227241.644436151","100","F2","","15512","220","1096","473.16644287109386","15798","165.0547","1","308.1118",1,1,0,0,0,0,0,0,0,0,308.110732,3.43340024181322,2,0.5,"Biggest NL (One)","Apocynin / 3-Hydroxy-1-(4-Hydroxyphenyl)-1-Propanone / 1-[2-Hydroxy-6-Methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyphenyl]Ethanone-Aglycone"
"57","false","[M-H]-1","-1","NA","339.144927978515","18.5166666666667","0.142","3","227241.644436151","100","F2","","15799","223","1111","339.1449279785156","16076","177.091","0.09310269","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.76119727629887,1,1,"Biggest NL (One)","Pyrethrolone / 2R,3S,4S,5R,6S)-2-[[(2R,3R,4R)-3,4-Dihydroxy-4-(Hydroxymethyl)Oxolan-2-Yl]Oxymethyl]-6-[4-Hydroxy-3-(3-Methylbut-2-Enyl)Phenoxy]Oxane-3,4,5-Triol-Aglycone"
"58","false","[M-H]-1","-1","NA","479.265014648437","19.0166666666667","0.142","3","227241.644436151","100","F2","","16077","229","1141","479.2650146484375","16453","317.212","0.4089606","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,1.29802221398771,1,1,"Biggest NL (One)","7-[(2E)-2-[(E)-Oct-2-Enylidene]-5-Oxocyclopent-3-En-1-Yl]Heptanoic Acid / Ent-Cassa-12,15-Diene-2Β-3Β-Diol-11-One / Kauralexin A3 / Leukotriene A / Andrograpanin / (1R,4S,5R,9R,10R,13S)-13-{[(2S,3R,4S,5R,6R)-5-Hydroxy-6-(Hydroxymethyl)-3,4-Bis({[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy})Oxan-2-Yl]Oxy}-5,9-Dimethyl-14-Methylidenetetracyclo[11.2.1.0鹿,鹿鈦?0鈦?鈦筣Hexadecane-5-Carboxylic Acid-Aglycone / 7-Hydroxy-Kaurenoic Acid"
"59","false","[M-H]-1","-1","NA","357.119110107421","19.2666666666667","0.142","3","227241.644436151","100","F2","","16454","232","1156","357.1191101074219","16684","195.0655","1","162.0536",1,0,0,0,0,0,0,0,0,0,162.0528233,5.02801067221405,1,1,"Biggest NL (One)","(2S,3S,4S,5R,6R)-6-(3-Benzoyloxy-2-Hydroxypropoxy)-3,4,5-Trihydroxyoxane-2-Carboxylic Acid / Xanthoxyline / 2-Hydroxy-4-Methoxybenzenepropanoic Acid / Sweroside-Aglycone"
"60","false","[M-H]-1","-1","NA","341.12417602539","19.7666666666667","0.142","3","227241.644436151","100","F2","","16685","238","1186","341.1241760253906","17087","179.0704","0.2351796","162.0538",1,0,0,0,0,0,0,0,0,0,162.0528233,6.15058250687923,1,1,"Biggest NL (One)","Coniferol / Coniferol"
"62","false","[M-H]-1","-1","NA","369.082702636718","20.5166666666667","0.142","3","227241.644436151","100","F2","","17366","247","1231","369.0827026367188","17552","207.0291","1","162.0536",1,0,0,0,0,0,0,0,0,0,162.0528233,4.66720155459618,1,1,"Biggest NL (One)","Fratexin / (E)-3-[6-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy-1,3-Benzodioxol-5-Yl]Prop-2-Enoic Acid-Aglycone"
"63","false","[M-H]-1","-1","NA","345.155487060546","20.7666666666667","0.142","3","227241.644436151","100","F2","","17553","250","1246","345.1554870605469","17867","183.1017","1","162.0538",1,0,0,0,0,0,0,0,0,0,162.0528233,6.1014334331449,1,1,"Biggest NL (One)","Nepetaside / Foliamenthic Acid"
"64","false","[M-H]-1","-1","NA","447.093292236328","21.0166666666667","0.142","3","227241.644436151","100","F2","","17868","253","1261","447.0932922363281","18039","285.0401","1","162.0532",1,0,0,0,0,0,0,0,0,0,162.0528233,2.36302839693691,1,1,"Biggest NL (One)","Isoorientin / 4-(3,4-Dihydroxyphenyl)-7-Hydroxy-5-[3,4,5-Trihydroxy-6-[(3,4,5-Trihydroxyoxan-2-Yl)Oxymethyl]Oxan-2-Yl]Oxychromen-2-One-Aglycone / Kaempferol / 7,8,3',4'-Tetrahydroxyflavone / Cyanidin-H"
"65","false","[M-H]-1","-1","NA","327.144927978515","21.2666666666667","0.142","3","227241.644436151","100","F2","","18040","256","1276","327.1449279785156","18306","165.0911","0.0938553","162.0538",1,0,0,0,0,0,0,0,0,0,162.0528233,6.3292450138181,1,1,"Biggest NL (One)","Thymoquinol / (2S,3R,4S,5S,6R)-2-[4-(3-Hydroxybutyl)Phenoxy]-6-(Hydroxymethyl)Oxane-3,4,5-Triol-Aglycone"
