"","Checked","Ion","Charge","Molecular.Weight","m.z","RT..min.","FWHM..min.","X..MI","Area","Parent.Area....","Study.File.ID","X.","beginNum","scanNum","tr","pepmass","endNum","productIon","intensity","neutralLoss","Hex","dHex","Pen","HexA","Mal","Cou","Fur","Sin","DDMP","Caf","mzOfChain","ppm","numOfSugar","k.radio","lable","Algycone"
"2321","false","[M-H]-1","-1","NA","607.166809082031","79.1","0.142","3","227241.644436151","100","F2","","88073","950","4746","607.1668090820312","88544","299.0542","0.3387632","308.1126",1,1,0,0,0,0,0,0,0,0,308.110732,5.9883372782965,2,0.5,"Biggest NL (One)","Diosmetin / Hispidulin / Hydroxygenkwanin / Sorbifolin / Tectorigenine / 7-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-5-Hydroxy-2-(4-Hydroxy-3-Methoxyphenyl)Chromen-4-One-Aglycone / 5-Hydroxy-2-(4-Methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxychromen-4-One-Aglycone / 5-Hydroxy-3-[(2S,3R,4S,5S)-4-Hydroxy-5-(Hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxolan-2-Yl]Oxy-2-(4-Hydroxyphenyl)-7-Methoxychromen-4-One-Aglycone / 4-(3,4-Dihydroxyphenyl)-7-Methoxy-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxychromen-2-One-Aglycone"
"234","false","[M-H]-1","-1","NA","623.161743164062","79.6","0.142","3","227241.644436151","100","F2","","89003","956","4776","623.1617431640625","89366","315.0505","1","308.1113",1,1,0,0,0,0,0,0,0,0,308.110732,1.69797128074376,2,0.5,"Biggest NL (One)","Isorhamnetin / 11-Hydroxy-6,8,16,20-Tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]Icosa-1(12),2(9),10,13(18)-Tetraene-17,19-Dione / Selgin / 5,7-Dihydroxy-2-[4-Hydroxy-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyphenyl]-3-Methoxychromen-4-One-Aglycone / 3-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-2-(3,4-Dihydroxyphenyl)-5-Hydroxy-7-Methoxychromen-4-One-Aglycone / 5,8-Dihydroxy-2-(4-Hydroxyphenyl)-7-Methoxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxychromen-4-One-Aglycone / 3-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)-6-Methoxychromen-4-One-Aglycone"
"235","false","[M-H]-1","-1","NA","755.203979492187","79.85","0.142","3","227241.644436151","100","F2","","89367","959","4791","755.2039794921875","89814","301.0344","0.4898532","454.1696",1,2,0,0,0,0,0,0,0,0,454.1686407,2.17053746005599,3,0.3333,"Biggest NL (One)","Tricetin / Quercetin"
"236","false","[M-H]-1","-1","NA","477.103851318359","80.1","0.142","3","227241.644436151","100","F2","","89815","962","4806","477.1038513183594","90113","331.0451","0.8411771","146.0588",0,1,0,0,0,0,0,0,0,0,146.0579087,5.7690371291965,1,1,"Biggest NL (One)","2-(3,4-Dihydroxyphenyl)-5,8-Dihydroxy-7-Methoxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxychromen-4-One-Aglycone"
"237","false","[M-H]-1","-1","NA","461.108917236328","80.35","0.142","3","227241.644436151","100","F2","","90114","965","4821","461.1089172363281","90414","315.0508","1","146.0581",0,1,0,0,0,0,0,0,0,0,146.0579087,1.42091609497515,1,1,"Biggest NL (One)","Isorhamnetin / 11-Hydroxy-6,8,16,20-Tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]Icosa-1(12),2(9),10,13(18)-Tetraene-17,19-Dione / Selgin / 5,7-Dihydroxy-2-[4-Hydroxy-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyphenyl]-3-Methoxychromen-4-One-Aglycone / 3-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-2-(3,4-Dihydroxyphenyl)-5-Hydroxy-7-Methoxychromen-4-One-Aglycone / 5,8-Dihydroxy-2-(4-Hydroxyphenyl)-7-Methoxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxychromen-4-One-Aglycone / 3-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxy-5,7-Dihydroxy-2-(4-Hydroxyphenyl)-6-Methoxychromen-4-One-Aglycone"
"238","false","[M-H]-1","-1","NA","579.135559082031","80.6","0.142","3","227241.644436151","100","F2","","90415","968","4836","579.1355590820312","90852","255.0295","0.08308063","324.1061",2,0,0,0,0,0,0,0,0,0,324.1056466,1.26033446419919,2,0.5," ","No matched algycone"
"1115","...","...","...","...","...","...","...","...","...","...","...","...","90415","968","4836","579.1355590820312","90852","285.0378","0.2389155","294.0978",1,0,1,0,0,0,0,0,0,0,294.0950819,9.18463921390187,2,0.5,"Biggest NL (One)","Isoorientin / 4-(3,4-Dihydroxyphenyl)-7-Hydroxy-5-[3,4,5-Trihydroxy-6-[(3,4,5-Trihydroxyoxan-2-Yl)Oxymethyl]Oxan-2-Yl]Oxychromen-2-One-Aglycone / Kaempferol / 7,8,3',4'-Tetrahydroxyflavone / Cyanidin-H"
"240","false","[M-H]-1","-1","NA","433.07763671875","81.1","0.142","3","227241.644436151","100","F2","","91163","974","4866","433.07763671875","91507","271.0248","0.04540026","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.0581214769566015,1,1,"Biggest NL (One)","No matched algycone"
"241","false","[M-H]-1","-1","NA","609.146118164062","81.35","0.142","3","227241.644436151","100","F2","","91508","977","4881","609.1461181640625","91723","301.0342","0.4625781","308.112",1,1,0,0,0,0,0,0,0,0,308.110732,3.97311444117717,2,0.5,"Biggest NL (One)","Tricetin / Quercetin"
"242","false","[M-H]-1","-1","NA","881.490356445312","81.6","0.142","3","227241.644436151","100","F2","","91724","980","4896","881.4903564453125","92065","471.3478","1","410.1426",0,1,2,0,0,0,0,0,0,0,410.1424259,0.340236113609219,3,1,"Biggest NL (One)","Hederagenic Acid / Machaerinic Acid / [3,4,5-Trihydroxy-6-[[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxymethyl]Oxan-2-Yl] 1-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-10-(3,4,5-Trihydroxyoxan-2-Yl)Oxy-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone / (3尾,9尉,16尾)-20-Hydroxy-16,23:16,30-Diepoxydammar-24-En-3-Yl 6-Deoxy-伪-L-Mannopyranosyl-(1->2)-[尾-D-Glucopyranosyl-(1->6)-尾-D-Glucopyranosyl-(1->3)]-伪-L-Arabinopyranoside-Aglycone / (4Ar,5R,6As,6Br,10S,12Ar,14Bs)-10-[(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S)-4,5-Dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxymethyl]-4,5-Dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-5-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylic Acid-Aglycone"
"1116","...","...","...","...","...","...","...","...","...","...","...","...","91724","980","4896","881.4903564453125","92065","603.39","0.8951706","278.1004",0,1,1,0,0,0,0,0,0,0,278.1001673,0.802391223451914,2,1," ","No matched algycone"
"243","...","...","...","...","...","...","...","...","...","...","...","...","91724","980","4896","881.4903564453125","92065","749.4475","0.2225588","132.0429",0,0,1,0,0,0,0,0,0,0,132.0422586,4.68669968749867,1,1," ","No matched algycone"
"2431","false","[M-H]-1","-1","NA","909.485290527343","82.35","0.142","3","227241.644436151","100","F2","","92066","989","4941","909.4852905273438","92397","425.3421","0.02052705","484.1432",1,1,0,1,0,0,0,0,0,0,484.1428198,0.736822000351122,3,0.3333," ","4Α-Formyl-Ergosta-7,24-Dien-3Β-Ol"
"1117","...","...","...","...","...","...","...","...","...","...","...","...","92066","989","4941","909.4852905273438","92397","455.3531","0.0306784","454.1322",0,1,1,1,0,0,0,0,0,0,454.1322551,0.159805138521776,3,0.3333,"Biggest NL (One)","3-Epibetulinic Acid / 30-Hydroxy-11-Oxo-Β-Amyrin / 4Α-Carbox-4Α-14Α-Dimethyl-9Β-19-Cyclo-5Α-Cholest-24-En-3Β-Ol / 4Α-Carboxy-Stigmasta-7,24-Dien-3Β-Ol / (2S,3S,4S,5R,6R)-6-[[(3S,6Ar,6Bs,8Ar,9R,14Bs)-14B-Formyl-9-Hydroxy-4,4,6A,6B,8A,11,11-Heptamethyl-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicen-3-Yl]Oxy]-5-[(2S,3R,4S,5R)-4,5-Dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-3,4-Dihydroxyoxane-2-Carboxylic Acid-Aglycone / 6-[[(3S,6Ar,6Bs,8Ar,14Bs)-9-Hydroxy-4,4,6A,6B,8A,11,11,14B-Octamethyl-14-Oxo-2,3,4A,5,6,7,8,9,10,12,13,14A-Dodecahydro-1H-Picen-3-Yl]Oxy]-5-[4,5-Dihydroxy-3-(3,4,5-Trihydroxy-6-Methyloxan-2-Yl)Oxyoxan-2-Yl]Oxy-3,4-Dihydroxyoxane-2-Carboxylic Acid-Aglycone"
"244","false","[M-H]-1","-1","NA","941.511535644531","82.6","0.142","3","227241.644436151","100","F2","","92398","992","4956","941.5115356445312","92706","457.3685","0.138139","484.1431",1,1,0,1,0,0,0,0,0,0,484.1428198,0.509858651849284,3,0.3333,"Biggest NL (One)","11-Α-30-Dihydroxy-Β-Amyrin / 12,13Β-Epoxy-16Β-Hydroxy-Β-Amyrin / (2S,3S,4S,5R,6R)-6-[[(3S,4S,6Ar,6Bs,8Ar,9R,12As,14Br)-9-Hydroxy-4-(Hydroxymethyl)-4,6A,6B,8A,11,11,14B-Heptamethyl-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicen-3-Yl]Oxy]-5-[(2S,3R,4S,5R,6R)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-3,4-Dihydroxyoxane-2-Carboxylic Acid-Aglycone / (2R,3R,4S,5S,6R)-2-[[(4As,5S,6As,6Br,10S,12Ar,14Bs)-5-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxy-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicen-4A-Yl]Methoxy]-6-(Hydroxymethyl)Oxane-3,4,5-Triol-Aglycone / (2S,3S,4S,5R,6R)-4-{[(2S,3R,4S,5R,6R)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-{[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxy}Oxan-2-Yl]Oxy}-3-Hydroxy-6-{[(1S,2R,4S,5R,10S,13R,17S)-2-Hydroxy-4,5,9,9,13,20,20-Heptamethyl-24-Oxahexacyclo[15.5.2.0鹿,鹿鈦?0鈦?鹿鈦?0鈦?鹿鈦?0鈦?鹿鲁]Tetracosan-10-Yl]Oxy}-5-{[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy}Oxane-2-Carboxylic Acid-Aglycone / (2S,3R,4R,5R,6S)-2-{[(2R,3R,4S,5S,6R)-2-{[(2R,5S,7R,8S,10R,11R,14S,15R,16R)-5,16-Dihydroxy-2,6,6,10,11-Pentamethyl-14-(6-Methylhepta-2,5-Dien-2-Yl)Tetracyclo[8.7.0.0虏,鈦?0鹿鹿,鹿鈦礭Heptadecan-8-Yl]Oxy}-4,5-Dihydroxy-6-(Hydroxymethyl)Oxan-3-Yl]Oxy}-6-Methyloxane-3,4,5-Triol-Aglycone"
"245","false","[M-H]-1","-1","NA","925.5166015625","83.0166666666667","0.142","3","227241.644436151","100","F2","","92707","997","4981","925.5166015625","93081","439.3581","0.225109","486.1585",3,0,0,0,0,0,0,0,0,0,486.1584699,0.0754126473432793,3,0.3333," ","11-Oxo-Amyrin / 14-Oxo-Lanosterol / 4Α-Formyl-4Β-14Α-Dimethyl-9Β-19-Cyclo-5Α-Cholest-24-En-3Β-Ol / 4Α-Formyl-Stigmasta-7,24-Dien-3Β-Ol"
"1118","...","...","...","...","...","...","...","...","...","...","...","...","92707","997","4981","925.5166015625","93081","441.3736","0.09452942","484.143",1,1,0,1,0,0,0,0,0,0,484.1428198,0.449789593432855,3,1,"Biggest NL (One)","12,13-Β-Epoxy-Β-Amyrin / 14-Hydroxylanosterol / 4,4-Dimethyl-14Α-Formyl-5Α-Cholesta-8-En-3Β-Ol / 24-Hydroxy-Β-Amyrin / 30-Hydroxy-Β-Amyrin / 4Α-Hydroxymethyl-Stigmasta-7,24-Dien-3Β-Ol / 30-Hydroxycycloartenol / Maniladiol / (2S,3S,4S,5R,6R)-6-[[(3S,6Ar,6Bs,8Ar,9R,12As,14Br)-9-Hydroxy-4,4,6A,6B,8A,11,11,14B-Octamethyl-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicen-3-Yl]Oxy]-5-[(2R,3R,4S,5R,6S)-6-Carboxy-4,5-Dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-3,4-Dihydroxyoxane-2-Carboxylic Acid-Aglycone"
"246","...","...","...","...","...","...","...","...","...","...","...","...","92707","997","4981","925.5166015625","93081","617.4067","0.02512357","308.1099",1,1,0,0,0,0,0,0,0,0,308.110732,2.85105292745707,2,1," ","No matched algycone"
"322","...","...","...","...","...","...","...","...","...","...","...","...","92707","997","4981","925.5166015625","93081","779.4589","0.03585694","146.0577",0,1,0,0,0,0,0,0,0,0,146.0579087,1.64412798280116,1,1," ","No matched algycone"
"2461","false","[M-H]-1","-1","NA","1087.49670410156","83.2666666666667","0.142","3","227241.644436151","100","F2","","93082","1000","4996","1087.4967041015623","93475","501.3222","0.05290713","586.1745",0,1,2,1,0,0,0,0,0,0,586.1745137,0.0245687274608678,4,0.5,"Biggest NL (One)","(2S,3S,4S,5R,6R)-6-[[(2S,3R,4R,6Ar,6Bs,8As,12As,14Br)-4-Carboxy-8A-[(2S,3R,4S,5S)-3-[(2S,3R,4S,5R,6S)-3,4-Dihydroxy-6-Methyl-5-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxy-4,5-Dihydroxyoxan-2-Yl]Oxycarbonyl-2-Hydroxy-4,6A,6B,11,11,14B-Hexamethyl-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicen-3-Yl]Oxy]-3,4,5-Trihydroxyoxane-2-Carboxylic Acid-Aglycone / (3S,4S,6Ar,6Bs,8R,8Ar,12As,14Br)-8-Hydroxy-4,6A,6B,11,11,14B-Hexamethyl-8A-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxy-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicene-4-Carboxylic Acid-Aglycone"
"1119","...","...","...","...","...","...","...","...","...","...","...","...","93082","1000","4996","1087.4967041015623","93475","911.4658","0.02352445","176.0309",0,0,0,1,0,0,0,0,0,0,176.0320878,6.73574027982854,1,1," ","No matched algycone"
"247","false","[M-H]-1","-1","NA","649.395690917968","83.5166666666667","0.142","3","227241.644436151","100","F2","","93476","1003","5011","649.3956909179688","93878","487.3432","1","162.0525",1,0,0,0,0,0,0,0,0,0,162.0528233,2.19917683481512,1,1,"Biggest NL (One)","[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl] (1R,2R,4As,6As,6Br,10R,11R,12Ar)-1,10,11-Trihydroxy-1,2,6A,6B,9,9,12A-Heptamethyl-2,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone / 6-({7-Carboxy-15-[(5E)-3,7-Dihydroxy-6-Methylhept-5-En-2-Yl]-7,12,16-Trimethylpentacyclo[9.7.0.0鹿,鲁.0鲁,鈦?0鹿虏,鹿鈦禲Octadecan-6-Yl}Oxy)-3,4-Dihydroxy-5-{[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxy}Oxane-2-Carboxylic Acid-Aglycone / [(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl] (4As,6As,6Br,9R,10R,11S,12Ar)-11-Hydroxy-9-(Hydroxymethyl)-2,2,6A,6B,9,12A-Hexamethyl-10-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxy-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone / (2E)-6-{13,17-Dihydroxy-7,7,12,16-Tetramethyl-6-[(3,4,5-Trihydroxyoxan-2-Yl)Oxy]Pentacyclo[9.7.0.0鹿,鲁.0鲁,鈦?0鹿虏,鹿鈦禲Octadecan-15-Yl}-2-Methylhept-2-Enoic Acid-Aglycone / [(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-Dihydroxy-6-(Hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxymethyl]-3,4,5-Trihydroxyoxan-2-Yl] (4Ar,6Ar,6Br,9R,10R,11R,12Ar)-10,11-Dihydroxy-9-(Hydroxymethyl)-1,2,6A,6B,9,12A-Hexamethyl-4,5,6,6A,7,8,8A,10,11,12,13,14,14A,14B-Tetradecahydro-1H-Picene-4A-Carboxylate-Aglycone"
"248","false","[M-H]-1","-1","NA","895.506042480468","83.7666666666667","0.142","3","227241.644436151","100","F2","","93879","1006","5026","895.5060424804688","94237","439.3578","0.1287937","456.1482",2,0,1,0,0,0,0,0,0,0,456.1479052,0.636373160320419,3,0.3333," ","11-Oxo-Amyrin / 14-Oxo-Lanosterol / 4Α-Formyl-4Β-14Α-Dimethyl-9Β-19-Cyclo-5Α-Cholest-24-En-3Β-Ol / 4Α-Formyl-Stigmasta-7,24-Dien-3Β-Ol"
"1120","...","...","...","...","...","...","...","...","...","...","...","...","93879","1006","5026","895.5060424804688","94237","441.3737","0.04942286","454.1324",0,1,1,1,0,0,0,0,0,0,454.1322551,0.240855920553845,3,0.6667,"Biggest NL (One)","12,13-Β-Epoxy-Β-Amyrin / 14-Hydroxylanosterol / 4,4-Dimethyl-14Α-Formyl-5Α-Cholesta-8-En-3Β-Ol / 24-Hydroxy-Β-Amyrin / 30-Hydroxy-Β-Amyrin / 4Α-Hydroxymethyl-Stigmasta-7,24-Dien-3Β-Ol / 30-Hydroxycycloartenol / Maniladiol / (2S,3S,4S,5R,6R)-6-[[(3S,6Ar,6Bs,8Ar,9R,12As,14Br)-9-Hydroxy-4,4,6A,6B,8A,11,11,14B-Octamethyl-1,2,3,4A,5,6,7,8,9,10,12,12A,14,14A-Tetradecahydropicen-3-Yl]Oxy]-5-[(2R,3R,4S,5R,6S)-6-Carboxy-4,5-Dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxyoxan-2-Yl]Oxy-3,4-Dihydroxyoxane-2-Carboxylic Acid-Aglycone"
"249","...","...","...","...","...","...","...","...","...","...","...","...","93879","1006","5026","895.5060424804688","94237","749.448","0.02428605","146.058",0,1,0,0,0,0,0,0,0,0,146.0579087,0.799548455701098,1,1," ","No matched algycone"
"2491","false","[M-H]-1","-1","NA","809.432861328125","84.0166666666667","0.142","3","227241.644436151","100","F2","","94238","1009","5041","809.432861328125","94646","471.3477","0.3053571","338.0851",1,0,0,1,0,0,0,0,0,0,338.0849111,0.639567101655256,2,1,"Biggest NL (One)","Hederagenic Acid / Machaerinic Acid / [3,4,5-Trihydroxy-6-[[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxymethyl]Oxan-2-Yl] 1-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-10-(3,4,5-Trihydroxyoxan-2-Yl)Oxy-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone / (3尾,9尉,16尾)-20-Hydroxy-16,23:16,30-Diepoxydammar-24-En-3-Yl 6-Deoxy-伪-L-Mannopyranosyl-(1->2)-[尾-D-Glucopyranosyl-(1->6)-尾-D-Glucopyranosyl-(1->3)]-伪-L-Arabinopyranoside-Aglycone / (4Ar,5R,6As,6Br,10S,12Ar,14Bs)-10-[(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S)-4,5-Dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxymethyl]-4,5-Dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-5-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylic Acid-Aglycone"
"1122","...","...","...","...","...","...","...","...","...","...","...","...","94238","1009","5041","809.432861328125","94646","647.3811","0.2049584","162.0518",1,0,0,0,0,0,0,0,0,0,162.0528233,6.41135720481216,1,1," ","No matched algycone"
"250","false","[M-H]-1","-1","NA","1073.5537109375","84.2666666666667","0.142","3","227241.644436151","100","F2","","94647","1012","5056","1073.5537109375","95139","603.391","1","470.1628",2,1,0,0,0,0,0,0,0,0,470.1635553,1.69167481504276,3,0.3333,"Biggest NL (One)","No matched algycone"
"251","false","[M-H]-1","-1","NA","681.385559082031","84.5166666666667","0.142","3","227241.644436151","100","F2","","95140","1015","5071","681.3855590820312","95696","519.3322","1","162.0534",1,0,0,0,0,0,0,0,0,0,162.0528233,3.28769513993124,1,1,"Biggest NL (One)","[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl] (1S,4Ar,6As,6Br,10R,11R,12Ar)-1,10,11-Trihydroxy-9,9-Bis(Hydroxymethyl)-2,2,6A,6B,12A-Pentamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone"
"252","false","[M-H]-1","-1","NA","821.396484375","84.7666666666667","0.142","3","227241.644436151","100","F2","","95697","1018","5086","821.396484375","96155","469.3325","0.01529552","352.064",0,0,0,2,0,0,0,0,0,0,352.0641756,0.440899924534144,2,1,"Biggest NL (One)","Uralenic Acid"
"1123","...","...","...","...","...","...","...","...","...","...","...","...","95697","1018","5086","821.396484375","96155","645.3651","0.02161763","176.0314",0,0,0,1,0,0,0,0,0,0,176.0320878,4.11531778289275,1,1," ","No matched algycone"
"253","false","[M-H]-1","-1","NA","1219.61169433593","85.0166666666667","0.142","3","227241.644436151","100","F2","","96156","1021","5101","1219.6116943359377","96410","471.3477","0.05947423","748.264",2,2,1,0,0,0,0,0,0,0,748.2637226,0.335090217819256,5,0.6,"Biggest NL (One)","Hederagenic Acid / Machaerinic Acid / [3,4,5-Trihydroxy-6-[[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxymethyl]Oxan-2-Yl] 1-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-10-(3,4,5-Trihydroxyoxan-2-Yl)Oxy-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylate-Aglycone / (3尾,9尉,16尾)-20-Hydroxy-16,23:16,30-Diepoxydammar-24-En-3-Yl 6-Deoxy-伪-L-Mannopyranosyl-(1->2)-[尾-D-Glucopyranosyl-(1->6)-尾-D-Glucopyranosyl-(1->3)]-伪-L-Arabinopyranoside-Aglycone / (4Ar,5R,6As,6Br,10S,12Ar,14Bs)-10-[(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S)-4,5-Dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-Trihydroxyoxan-2-Yl]Oxyoxan-2-Yl]Oxymethyl]-4,5-Dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-5-Hydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylic Acid-Aglycone"
"1124","...","...","...","...","...","...","...","...","...","...","...","...","96156","1021","5101","1219.6116943359377","96410","603.3908","0.05691791","616.2209",2,2,0,0,0,0,0,0,0,0,616.221464,0.948789763252982,4,0.5," ","No matched algycone"
"254","...","...","...","...","...","...","...","...","...","...","...","...","96156","1021","5101","1219.6116943359377","96410","749.4486","1","470.1631",2,1,0,0,0,0,0,0,0,0,470.1635553,1.0655113318497,3,0.3333," ","No matched algycone"
