"","beginNum","scanNum","tr","pepmass","endNum","productIon","intensity","neutralLoss","Hex","dHex","Pen","HexA","Mal","Cou","Fur","Sin","DDMP","Caf","mzOfChain","ppm","numOfSugar","k.radio","lable"
"500538","17553","250","1246","345.1554870605469","17867","183.1017","1","162.0538",1,0,0,0,0,0,0,0,0,0,162.0528233,6.1014334331449,1,1,"Biggest NL (One)"
"500539","17868","253","1261","447.0932922363281","18039","285.0401","1","162.0532",1,0,0,0,0,0,0,0,0,0,162.0528233,2.36302839693691,1,1,"Biggest NL (One)"
"500540","18040","256","1276","327.1449279785156","18306","165.0911","0.0938553","162.0538",1,0,0,0,0,0,0,0,0,0,162.0528233,6.3292450138181,1,1,"Biggest NL (One)"
"62925","18307","259","1291","461.16644287109386","18524","153.0545","0.03825895","308.112",1,1,0,0,0,0,0,0,0,0,308.110732,3.98514583591031,2,1,"Biggest NL (One)"
"3003","18307","259","1291","461.16644287109386","18524","315.1085","0.1259747","146.058",0,1,0,0,0,0,0,0,0,0,146.0579087,0.569438842828288,1,1," "
"70073","18687","265","1321","593.1511840820312","19015","269.0454","0.03054461","324.1057",2,0,0,0,0,0,0,0,0,0,324.1056466,0.310028539024675,2,0.5,"Biggest NL (One)"
"5467","19016","268","1336","793.4379272460938","19348","455.3525","0.01188544","338.0854",1,0,0,1,0,0,0,0,0,0,338.0849111,1.52667359233582,2,0.5,"Biggest NL (One)"
"500541","19349","274","1366","419.1347351074219","19600","257.0816","1","162.0531",1,0,0,0,0,0,0,0,0,0,162.0528233,1.9487892898834,1,1,"Biggest NL (One)"
"500542","19601","277","1381","285.0979614257812","19807","123.0439","1","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.55381183399864,1,1,"Biggest NL (One)"
"500543","21372","298","1486","435.1296691894531","21697","273.0771","0.03222299","162.0525",1,0,0,0,0,0,0,0,0,0,162.0528233,1.82107956077834,1,1,"Biggest NL (One)"
"500544","21698","304","1516","461.21807861328114","21994","299.1647","1","162.0533",1,0,0,0,0,0,0,0,0,0,162.0528233,3.12436209964022,1,1,"Biggest NL (One)"
"500545","21995","307","1531","355.1034545898438","22206","193.0497","0.2248078","162.0537",1,0,0,0,0,0,0,0,0,0,162.0528233,5.70977130657102,1,1,"Biggest NL (One)"
"70074","22207","310","1546","741.2611083984375","22471","417.1552","0.4503281","324.1059",2,0,0,0,0,0,0,0,0,0,324.1056466,0.656570781746315,2,0.5,"Biggest NL (One)"
"6787","22472","313","1561","645.20361328125","22680","191.0339","1","454.1697",1,2,0,0,0,0,0,0,0,0,454.1686407,2.28456741963788,3,0.3333,"Biggest NL (One)"
"62926","22929","325","1621","499.1457214355469","23139","191.034","1","308.1117",1,1,0,0,0,0,0,0,0,0,308.110732,3.21128823755462,2,0.5,"Biggest NL (One)"
"4290","23140","328","1636","1029.527587890625","23443","737.4125","0.1765386","292.1151",0,2,0,0,0,0,0,0,0,0,292.1158174,2.35013288388558,2,1,"Biggest NL (One)"
"30031","23140","328","1636","1029.527587890625","23443","883.4708","0.04887137","146.0568",0,1,0,0,0,0,0,0,0,0,146.0579087,7.54370438755183,1,1," "
"70075","23694","334","1666","943.4907836914062","24017","619.385","1","324.1058",2,0,0,0,0,0,0,0,0,0,324.1056466,0.447666811141126,2,0.5,"Biggest NL (One)"
"70076","24018","340","1696","681.239990234375","24197","357.1345","0.7152288","324.1055",2,0,0,0,0,0,0,0,0,0,324.1056466,0.547246627542487,2,0.5,"Biggest NL (One)"
"62927","24198","346","1726","607.2760009765625","24503","299.165","1","308.111",1,1,0,0,0,0,0,0,0,0,308.110732,1.00605470195637,2,1,"Biggest NL (One)"
"30032","24198","346","1726","607.2760009765625","24503","461.2183","0.3700543","146.0577",0,1,0,0,0,0,0,0,0,0,146.0579087,1.55913359686065,1,1," "
"42901","24888","361","1801","561.161376953125","25114","269.0456","0.08004356","292.1158",0,2,0,0,0,0,0,0,0,0,292.1158174,0.0528792857180967,2,0.5,"Biggest NL (One)"
"7997","25115","364","1816","1281.612060546875","25544","471.3477","0.07989714","810.2643",5,0,0,0,0,0,0,0,0,0,810.2641165,0.278979171541947,5,1,"Biggest NL (One)"
"7942","25115","364","1816","1281.612060546875","25544","633.4011","0.1383161","648.2109",4,0,0,0,0,0,0,0,0,0,648.2112932,0.556382354667393,4,1," "
"7722","25115","364","1816","1281.612060546875","25544","795.4536","0.2594036","486.1585",3,0,0,0,0,0,0,0,0,0,486.1584699,0.0171818979089542,3,1," "
"70077","25115","364","1816","1281.612060546875","25544","957.5062","0.4403856","324.1059",2,0,0,0,0,0,0,0,0,0,324.1056466,0.721822370618891,2,1," "
"500546","25115","364","1816","1281.612060546875","25544","1119.558","0.6422455","162.0539",1,0,0,0,0,0,0,0,0,0,162.0528233,6.66597256480228,1,1," "
"7502","25545","367","1831","953.4751586914062","25893","483.3112","1","470.164",2,1,0,0,0,0,0,0,0,0,470.1635553,0.900518596649978,3,0.3333,"Biggest NL (One)"
"42902","25894","370","1846","865.4591064453125","26142","573.3431","0.02845217","292.116",0,2,0,0,0,0,0,0,0,0,292.1158174,0.777243553774709,2,1,"Biggest NL (One)"
"30033","25894","370","1846","865.4591064453125","26142","719.4015","0.03551353","146.0576",0,1,0,0,0,0,0,0,0,0,146.0579087,2.03518792685589,1,1," "
"7923","26143","373","1861","1197.5909423828123","26714","433.3324","0.09558141","764.2585",3,1,1,0,0,0,0,0,0,0,764.2586372,0.148924983196843,5,1.4,"Biggest NL (One)"
"7622","26143","373","1861","1197.5909423828123","26714","595.3858","0.2189192","602.2051",2,1,1,0,0,0,0,0,0,0,602.2058139,1.12173932873042,4,1.5," "
"6622","26143","373","1861","1197.5909423828123","26714","757.4381","0.6177945","440.1528",1,1,1,0,0,0,0,0,0,0,440.1529906,0.386722928664148,3,1.6667," "
"62928","26143","373","1861","1197.5909423828123","26714","889.4808","0.04925131","308.1102",1,1,0,0,0,0,0,0,0,0,308.110732,1.80330683735177,2,1.5," "
"3795","26143","373","1861","1197.5909423828123","26714","919.4906","0.1077404","278.1004",0,1,1,0,0,0,0,0,0,0,278.1001673,0.762612452315903,2,1," "
"500547","26143","373","1861","1197.5909423828123","26714","1035.538","0.04464821","162.0533",1,0,0,0,0,0,0,0,0,0,162.0528233,2.845254349912,1,1," "
"30034","26143","373","1861","1197.5909423828123","26714","1051.532","0.01205261","146.0588",0,1,0,0,0,0,0,0,0,0,146.0579087,6.20765552538496,1,1," "
"76221","26715","379","1891","1041.527587890625","27107","439.3222","0.8267839","602.2054",2,1,1,0,0,0,0,0,0,0,602.2058139,0.649295672424918,4,1.25,"Biggest NL (One)"
"75021","26715","379","1891","1041.527587890625","27107","571.3644","0.6315113","470.1632",2,1,0,0,0,0,0,0,0,0,470.1635553,0.696373845497795,3,1.3333," "
"70078","26715","379","1891","1041.527587890625","27107","717.4227","1","324.1049",2,0,0,0,0,0,0,0,0,0,324.1056466,2.45201319989636,2,1," "
"62929","26715","379","1891","1041.527587890625","27107","733.4176","0.1481568","308.11",1,1,0,0,0,0,0,0,0,0,308.110732,2.29823543555393,2,1," "
"500548","26715","379","1891","1041.527587890625","27107","879.4759","0.1102245","162.0517",1,0,0,0,0,0,0,0,0,0,162.0528233,6.78431150626604,1,1," "
"629210","27745","385","1921","725.2662353515625","28069","417.1561","0.3263007","308.1102",1,1,0,0,0,0,0,0,0,0,308.110732,1.86507462916365,2,0.5,"Biggest NL (One)"
"4785","28070","388","1936","533.1875610351562","28382","95.01257","0.04547919","438.175",0,3,0,0,0,0,0,0,0,0,438.1737261,2.88910864226136,3,0.3333,"Biggest NL (One)"
"70079","28070","388","1936","533.1875610351562","28382","209.0814","0.6773691","324.1062",2,0,0,0,0,0,0,0,0,0,324.1056466,1.56564492811833,2,0.5," "
"57974","28383","391","1951","593.2603149414062","28719","299.1651","1","294.0952",1,0,1,0,0,0,0,0,0,0,294.0950819,0.360568314575575,2,1,"Biggest NL (One)"
"17165","28383","391","1951","593.2603149414062","28719","461.2184","0.6022306","132.0419",0,0,1,0,0,0,0,0,0,0,132.0422586,2.37544663462024,1,1," "
"500549","28720","394","1966","537.19775390625","29067","375.145","0.08676617","162.0527",1,0,0,0,0,0,0,0,0,0,162.0528233,0.625683720841049,1,1,"Biggest NL (One)"
"57975","29068","397","1981","431.1558837890625","29315","137.0597","0.04010792","294.0962",1,0,1,0,0,0,0,0,0,0,294.0950819,3.64128891969433,2,1,"Biggest NL (One)"
"17166","29068","397","1981","431.1558837890625","29315","299.1137","0.05283693","132.0422",0,0,1,0,0,0,0,0,0,0,132.0422586,0.468115034640255,1,1," "
"57976","29618","403","2011","459.1871643066406","29861","165.0912","0.9055826","294.0959",1,0,1,0,0,0,0,0,0,0,294.0950819,2.94940016212754,2,1,"Biggest NL (One)"
"17167","29618","403","2011","459.1871643066406","29861","327.1452","1","132.042",0,0,1,0,0,0,0,0,0,0,132.0422586,2.27422679272625,1,1," "
"500550","29862","406","2026","533.2028198242188","30324","371.1501","0.4827302","162.0527",1,0,0,0,0,0,0,0,0,0,162.0528233,0.854510873286088,1,1,"Biggest NL (One)"
"2838","30325","409","2041","477.1613464355469","30586","81.03325","0.05112223","396.1281",0,0,3,0,0,0,0,0,0,0,396.1267758,3.33385982648114,3,0.3333,"Biggest NL (One)"
"57977","30325","409","2041","477.1613464355469","30586","183.0655","0.1065152","294.0959",1,0,1,0,0,0,0,0,0,0,294.0950819,2.64721695073322,2,0.5," "
"629211","30587","412","2056","577.15625","30879","269.0457","0.05012357","308.1105",1,1,0,0,0,0,0,0,0,0,308.110732,0.66210006298954,2,0.5,"Biggest NL (One)"
"57978","30587","412","2056","577.15625","30879","283.0587","0.0132111","294.0975",1,0,1,0,0,0,0,0,0,0,294.0950819,8.22210321406971,2,0.5," "
"700710","30880","415","2071","927.495849609375","31248","603.3907","1","324.1052",2,0,0,0,0,0,0,0,0,0,324.1056466,1.38840916390914,2,0.5,"Biggest NL (One)"
"629212","31249","421","2101","691.33349609375","31547","383.2232","0.7405519","308.1103",1,1,0,0,0,0,0,0,0,0,308.110732,1.27521280575938,2,1,"Biggest NL (One)"
"500551","31249","421","2101","691.33349609375","31547","529.2812","0.401374","162.0523",1,0,0,0,0,0,0,0,0,0,162.0528233,3.09903768469608,1,1," "
"6127","31548","424","2116","725.3026123046875","31882","299.1653","0.6845394","426.1373",1,0,2,0,0,0,0,0,0,0,426.1373405,0.178804622189271,3,1,"Biggest NL (One)"
"2508","31548","424","2116","725.3026123046875","31882","461.2182","1","264.0845",0,0,2,0,0,0,0,0,0,0,264.0845172,0.215443621342953,2,1," "
"17168","31548","424","2116","725.3026123046875","31882","593.2611","0.3496028","132.0415",0,0,1,0,0,0,0,0,0,0,132.0422586,5.96248515462492,1,1," "
"500552","32283","433","2161","377.0877990722656","32429","215.0344","1","162.0534",1,0,0,0,0,0,0,0,0,0,162.0528233,3.3184888117856,1,1,"Biggest NL (One)"
"28381","32430","436","2176","477.1613464355469","32686","81.03325","0.04896507","396.1281",0,0,3,0,0,0,0,0,0,0,396.1267758,3.33385982648114,3,0.3333,"Biggest NL (One)"
"57979","32430","436","2176","477.1613464355469","32686","183.0655","0.1027642","294.0958",1,0,1,0,0,0,0,0,0,0,294.0950819,2.51120721735863,2,0.5," "
"579710","32687","439","2191","593.1511840820312","32850","299.0558","1","294.0954",1,0,1,0,0,0,0,0,0,0,294.0950819,1.0070951578301,2,0.5,"Biggest NL (One)"
"500553","32851","442","2206","345.1191101074219","33361","183.0651","0.1185777","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.16926165752775,1,1,"Biggest NL (One)"
"579711","36041","454","2266","459.1871643066406","36233","165.0912","0.7082931","294.096",1,0,1,0,0,0,0,0,0,0,294.0950819,3.16021504850621,2,1,"Biggest NL (One)"
"17169","36041","454","2266","459.1871643066406","36233","327.1449","1","132.0423",0,0,1,0,0,0,0,0,0,0,132.0422586,0.346151491933494,1,1," "
"171610","36610","463","2311","581.3331298828125","37033","449.291","0.06817248","132.0421",0,0,1,0,0,0,0,0,0,0,132.0422586,1.23231297135557,1,1,"Biggest NL (One)"
"500554","37034","466","2326","449.14532470703114","37276","287.0927","0.4327032","162.0527",1,0,0,0,0,0,0,0,0,0,162.0528233,1.01567583145685,1,1,"Biggest NL (One)"
"171611","37277","472","2356","447.0932922363281","37455","315.0511","0.7361295","132.0422",0,0,1,0,0,0,0,0,0,0,132.0422586,0.767661434660026,1,1,"Biggest NL (One)"
"579712","37867","478","2386","563.140625","38132","269.0458","0.03062168","294.0948",1,0,1,0,0,0,0,0,0,0,294.0950819,0.978936063880794,2,0.5,"Biggest NL (One)"
"700711","38133","481","2401","799.4849243164062","38520","475.3792","0.2154118","324.1057",2,0,0,0,0,0,0,0,0,0,324.1056466,0.107114463822237,2,1,"Biggest NL (One)"
"500555","38133","481","2401","799.4849243164062","38520","637.4332","0.05362734","162.0517",1,0,0,0,0,0,0,0,0,0,162.0528233,6.81253860465418,1,1," "
"500556","38771","487","2431","359.1347351074219","39026","197.0815","0.03303336","162.0533",1,0,0,0,0,0,0,0,0,0,162.0528233,2.8250425954881,1,1,"Biggest NL (One)"
"500557","39027","493","2461","299.1136169433594","39231","137.0596","0.02494449","162.054",1,0,0,0,0,0,0,0,0,0,162.0528233,7.46444465098134,1,1,"Biggest NL (One)"
"500558","39232","496","2476","285.0979614257812","39374","123.0439","1","162.0541",1,0,0,0,0,0,0,0,0,0,162.0528233,7.65254357073392,1,1,"Biggest NL (One)"
"629213","39375","499","2491","607.1668090820312","39550","299.0559","1","308.111",1,1,0,0,0,0,0,0,0,0,308.110732,0.711049154518798,2,0.5,"Biggest NL (One)"
"579713","39551","502","2506","563.140625","40112","269.0455","1","294.0951",1,0,1,0,0,0,0,0,0,0,294.0950819,0.0241418514403284,2,0.5,"Biggest NL (One)"
"37951","39551","502","2506","563.140625","40112","285.0405","0.027524","278.1001",0,1,1,0,0,0,0,0,0,0,278.1001673,0.267169993338727,2,0.5," "
"9241","40113","505","2521","475.08819580078114","40384","299.0562","0.4889339","176.032",0,0,0,1,0,0,0,0,0,0,176.0320878,0.568074133223164,1,1,"Biggest NL (One)"
"500559","40385","508","2536","447.0932922363281","40672","285.0403","1","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.770959920693233,1,1,"Biggest NL (One)"
"9242","40673","511","2551","445.07763671875","40935","269.0452","1","176.0324",0,0,0,1,0,0,0,0,0,0,176.0320878,1.85147009629751,1,1,"Biggest NL (One)"
"500560","40936","514","2566","433.114013671875","41353","271.061","1","162.0531",1,0,0,0,0,0,0,0,0,0,162.0528233,1.42158305417475,1,1,"Biggest NL (One)"
"500561","41354","517","2581","353.0877990722656","41940","191.0343","1","162.0535",1,0,0,0,0,0,0,0,0,0,162.0528233,4.33049676211278,1,1,"Biggest NL (One)"
"30035","41354","517","2581","353.0877990722656","41940","207.0294","0.02593711","146.0584",0,1,0,0,0,0,0,0,0,0,146.0579087,3.29575223590662,1,1," "
"980","41941","526","2626","473.1089172363281","43226","121.0283","0.01736639","352.0806",0,0,0,1,0,0,1,0,0,0,352.0794331,3.39449612471519,2,0.5," "
"1737","41941","526","2626","473.1089172363281","43226","135.0075","0.01791132","338.1014",0,0,1,0,0,0,0,1,0,0,338.1001639,3.61529522778931,2,1," "
"5061","41941","526","2626","473.1089172363281","43226","135.0075","0.01791132","338.1014",1,0,0,0,0,0,1,0,0,0,338.1001686,3.60139407202676,2,1," "
"925","41941","526","2626","473.1089172363281","43226","135.044","0.0484535","338.065",0,0,0,1,0,0,0,0,0,1,338.0637831,3.49973066223821,2,0.5," "
"50061","41941","526","2626","473.1089172363281","43226","149.0233","0.01815398","324.0856",1,0,0,0,0,0,0,0,0,1,324.0845186,3.43315537911619,2,1," "
"3059","41941","526","2626","473.1089172363281","43226","151.0025","0.02550234","322.1064",0,1,0,0,0,0,1,0,0,0,322.105254,3.64859630693486,2,1,"Biggest NL (One)"
"1050","41941","526","2626","473.1089172363281","43226","151.039","0.0117489","322.0699",0,0,0,1,0,1,0,0,0,0,322.0688631,3.24506047117652,2,0.5," "
"1772","41941","526","2626","473.1089172363281","43226","165.0184","0.01358777","308.0905",0,0,1,0,0,0,1,0,0,0,308.0896039,2.98398119643928,2,1," "
"3004","41941","526","2626","473.1089172363281","43226","165.0184","0.01358777","308.0905",0,1,0,0,0,0,0,0,0,1,308.089604,2.98365661662231,2,1," "
"5131","41941","526","2626","473.1089172363281","43226","165.0184","0.01358777","308.0905",1,0,0,0,0,1,0,0,0,0,308.0895986,3.00118393264263,2,1," "
"1717","41941","526","2626","473.1089172363281","43226","179.0341","0.0213026","294.0748",0,0,1,0,0,0,0,0,0,1,294.0739539,3.02078314944407,2,1," "
"500562","41941","526","2626","473.1089172363281","43226","311.0561","0.4795734","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.0744428423225049,1,1," "
"30036","41941","526","2626","473.1089172363281","43226","327.051","0.9371287","146.0579",0,1,0,0,0,0,0,0,0,0,146.0579087,0.126413381748934,1,1," "
"171612","41941","526","2626","473.1089172363281","43226","341.0667","0.08109693","132.0422",0,0,1,0,0,0,0,0,0,0,132.0422586,0.154220892993141,1,1," "
"500563","43227","529","2641","433.114013671875","43645","271.0612","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.330930011850261,1,1,"Biggest NL (One)"
"9243","43646","535","2671","449.1089172363281","44179","273.0769","0.01852737","176.032",0,0,0,1,0,0,0,0,0,0,176.0320878,0.304283661301006,1,1," "
"500564","43646","535","2671","449.1089172363281","44179","287.056","0.1709908","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.777130738510667,1,1,"Biggest NL (One)"
"629214","44180","538","2686","593.1511840820312","44439","285.0402","1","308.1109",1,1,0,0,0,0,0,0,0,0,308.110732,0.685084499672772,2,0.5,"Biggest NL (One)"
"9244","44440","541","2701","447.0932922363281","44807","271.0615","0.01923739","176.0318",0,0,0,1,0,0,0,0,0,0,176.0320878,1.87786384148097,1,1," "
"500565","44440","541","2701","447.0932922363281","44807","285.0404","1","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.64137272858383,1,1,"Biggest NL (One)"
"30037","44440","541","2701","447.0932922363281","44807","301.0347","0.03251551","146.0586",0,1,0,0,0,0,0,0,0,0,146.0579087,4.41286260788694,1,1," "
"54671","44808","544","2716","489.1613464355469","45363","151.0755","0.07610614","338.0859",1,0,0,1,0,0,0,0,0,0,338.0849111,2.86417033591896,2,0.5,"Biggest NL (One)"
"3465","44808","544","2716","489.1613464355469","45363","167.0705","0.02583646","322.0908",0,1,0,1,0,0,0,0,0,0,322.0899965,2.55497982948819,2,0.5," "
"579714","44808","544","2716","489.1613464355469","45363","195.0656","0.01137036","294.0957",1,0,1,0,0,0,0,0,0,0,294.0950819,2.1133785348323,2,0.5," "
"51311","45364","553","2761","473.1089172363281","46466","165.0184","0.02320524","308.0905",1,0,0,0,0,1,0,0,0,0,308.0895986,3.05636235188509,2,1,"Biggest NL (One)"
"500566","45364","553","2761","473.1089172363281","46466","311.0563","0.563803","162.0526",1,0,0,0,0,0,0,0,0,0,162.0528233,1.34563508897783,1,1," "
"30038","45364","553","2761","473.1089172363281","46466","327.051","0.4904976","146.0579",0,1,0,0,0,0,0,0,0,0,146.0579087,0.250149542223253,1,1," "
"500567","46467","559","2791","417.1191101074219","46735","255.0663","1","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.106092443200162,1,1,"Biggest NL (One)"
"9245","46736","565","2821","429.08270263671886","46993","253.0506","1","176.0321",0,0,0,1,0,0,0,0,0,0,176.0320878,0.249026802470371,1,1,"Biggest NL (One)"
"629215","46994","571","2851","595.1668090820312","47390","287.0564","0.08899749","308.1104",1,1,0,0,0,0,0,0,0,0,308.110732,0.973410626526071,2,0.5,"Biggest NL (One)"
"9246","47391","577","2881","449.1089172363281","47924","273.0769","0.01852737","176.032",0,0,0,1,0,0,0,0,0,0,176.0320878,0.304283661301006,1,1," "
"500568","47391","577","2881","449.1089172363281","47924","287.056","0.1709908","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.777130738510667,1,1,"Biggest NL (One)"
"42903","47925","580","2896","375.1296691894531","48435","83.01248","0.01243951","292.1172",0,2,0,0,0,0,0,0,0,0,292.1158174,4.68233134691049,2,0.5,"Biggest NL (One)"
"500569","47925","580","2896","375.1296691894531","48435","213.0761","0.06366289","162.0535",1,0,0,0,0,0,0,0,0,0,162.0528233,4.40526918143843,1,1," "
"500570","48436","601","3001","461.1089172363281","49016","299.0561","0.2020421","162.0528",1,0,0,0,0,0,0,0,0,0,162.0528233,0.179346934594182,1,1,"Biggest NL (One)"
"30039","48436","601","3001","461.1089172363281","49016","315.0514","0.1276789","146.0575",0,1,0,0,0,0,0,0,0,0,146.0579087,2.97460759291669,1,1," "
"500571","49017","604","3016","401.1241760253906","50035","239.0712","0.7351562","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,1.18310289139373,1,1,"Biggest NL (One)"
"300310","49017","604","3016","401.1241760253906","50035","255.0665","0.01871255","146.0577",0,1,0,0,0,0,0,0,0,0,146.0579087,1.32601423574032,1,1," "
"500572","50036","613","3061","521.1300659179688","50564","359.0773","0.3642668","162.0527",1,0,0,0,0,0,0,0,0,0,162.0528233,0.625611406167265,1,1,"Biggest NL (One)"
"700712","50565","616","3076","635.1617431640625","51497","311.0565","0.04394916","324.1053",2,0,0,0,0,0,0,0,0,0,324.1056466,1.15220568256923,2,0.5,"Biggest NL (One)"
"629216","50565","616","3076","635.1617431640625","51497","327.0511","0.03540667","308.1106",1,1,0,0,0,0,0,0,0,0,308.110732,0.304552734856832,2,0.5," "
"700713","51498","631","3151","471.1507873535156","51995","147.044","0.6203347","324.1067",2,0,0,0,0,0,0,0,0,0,324.1056466,3.36849989975048,2,0.5,"Biggest NL (One)"
"9247","51996","637","3181","445.07763671875","52277","269.0457","1","176.0319",0,0,0,1,0,0,0,0,0,0,176.0320878,0.977557105546854,1,1,"Biggest NL (One)"
"500573","52278","658","3286","491.1195068359375","52651","329.0667","1","162.0529",1,0,0,0,0,0,0,0,0,0,162.0528233,0.194602789043814,1,1,"Biggest NL (One)"
"5867","52652","661","3301","605.1511840820312","53422","165.0183","0.01372231","440.1329",1,0,1,0,0,1,0,0,0,0,440.1318572,2.36492667506474,3,0.6667,"Biggest NL (One)"
"54672","52652","661","3301","605.1511840820312","53422","267.0661","0.1815791","338.0851",1,0,0,1,0,0,0,0,0,0,338.0849111,0.452495680795178,2,0.5," "
"700714","52652","661","3301","605.1511840820312","53422","281.0452","0.1304811","324.1059",2,0,0,0,0,0,0,0,0,0,324.1056466,0.920939698262819,2,0.5," "
"21781","52652","661","3301","605.1511840820312","53422","297.0765","0.1142171","308.0747",0,0,1,1,0,0,0,0,0,0,308.0743464,1.06689078273227,2,0.5," "
"579715","52652","661","3301","605.1511840820312","53422","311.0558","1","294.0954",1,0,1,0,0,0,0,0,0,0,294.0950819,0.939090072694189,2,0.5," "
"42904","52652","661","3301","605.1511840820312","53422","313.0352","0.01329755","292.116",0,2,0,0,0,0,0,0,0,0,292.1158174,0.491866417621345,2,0.5," "
"629217","53423","664","3316","579.1719360351562","53940","271.0609","1","308.111",1,1,0,0,0,0,0,0,0,0,308.110732,0.990016973083738,2,0.5,"Biggest NL (One)"
"579716","53941","676","3376","375.1296691894531","54403","81.03331","0.03195265","294.0964",1,0,1,0,0,0,0,0,0,0,294.0950819,4.33969825716651,2,1,"Biggest NL (One)"
"42905","53941","676","3376","375.1296691894531","54403","83.01256","0.01991243","292.1171",0,2,0,0,0,0,0,0,0,0,292.1158174,4.4187396662633,2,0.5," "
"500574","53941","676","3376","375.1296691894531","54403","213.0764","0.634976","162.0533",1,0,0,0,0,0,0,0,0,0,162.0528233,2.88108592288556,1,1," "
"77221","54404","694","3466","545.1664428710938","55934","59.01251","0.05689561","486.1539",3,0,0,0,0,0,0,0,0,0,486.1584699,9.34072242675274,3,0.3333,"Biggest NL (One)"
"42906","54404","694","3466","545.1664428710938","55934","253.0504","0.01686309","292.116",0,2,0,0,0,0,0,0,0,0,292.1158174,0.747891477859332,2,1," "
"300311","54404","694","3466","545.1664428710938","55934","399.1086","0.08140848","146.0578",0,1,0,0,0,0,0,0,0,0,146.0579087,0.512323812099128,1,1," "
"50062","55935","703","3511","421.114013671875","56553","97.02817","0.01986394","324.0858",1,0,0,0,0,0,0,0,0,1,324.0845186,4.08864472459262,2,0.5,"Biggest NL (One)"
"9248","55935","703","3511","421.114013671875","56553","245.0817","0.4701068","176.0324",0,0,0,1,0,0,0,0,0,0,176.0320878,1.49899647706902,1,1," "
"171613","55935","703","3511","421.114013671875","56553","289.0717","1","132.0423",0,0,1,0,0,0,0,0,0,0,132.0422586,0.0611309938138201,1,1," "
"300312","56554","712","3556","475.12457275390614","57019","329.0666","1","146.058",0,1,0,0,0,0,0,0,0,0,146.0579087,0.691875141584914,1,1,"Biggest NL (One)"
"75022","57020","715","3571","739.2091064453125","57708","269.0453","0.2225759","470.1639",2,1,0,0,0,0,0,0,0,0,470.1635553,0.634130655362518,3,0.3333," "
"67871","57020","715","3571","739.2091064453125","57708","285.0384","0.2263804","454.1707",1,2,0,0,0,0,0,0,0,0,454.1686407,4.53517875658289,3,0.3333,"Biggest NL (One)"
"500575","57709","718","3586","359.1347351074219","58020","197.0812","0.01918253","162.0535",1,0,0,0,0,0,0,0,0,0,162.0528233,4.12707812202543,1,1,"Biggest NL (One)"
"629218","58021","724","3616","607.1668090820312","58685","299.056","1","308.1108",1,1,0,0,0,0,0,0,0,0,308.110732,0.370262951455368,2,0.5,"Biggest NL (One)"
"629219","58686","727","3631","591.1719360351562","59565","283.0611","1","308.1108",1,1,0,0,0,0,0,0,0,0,308.110732,0.233796268536081,2,0.5,"Biggest NL (One)"
"42907","58686","727","3631","591.1719360351562","59565","299.0562","0.1587438","292.1157",0,2,0,0,0,0,0,0,0,0,292.1158174,0.261419817538114,2,0.5," "
"25081","59566","733","3661","357.1191101074219","60468","93.03318","0.04698122","264.0859",0,0,2,0,0,0,0,0,0,0,264.0845172,5.33882072898154,2,0.5,"Biggest NL (One)"
"500576","59566","733","3661","357.1191101074219","60468","195.0654","0.01138163","162.0537",1,0,0,0,0,0,0,0,0,0,162.0528233,5.70679439804557,1,1," "
"629220","60469","736","3676","595.1668090820312","60949","287.0559","0.2694099","308.1109",1,1,0,0,0,0,0,0,0,0,308.110732,0.603944944404055,2,0.5,"Biggest NL (One)"
"629221","60950","739","3691","609.1824951171875","61458","301.0717","1","308.1108",1,1,0,0,0,0,0,0,0,0,308.110732,0.130203780996878,2,0.5,"Biggest NL (One)"
"17721","61459","742","3706","445.114013671875","62079","137.0234","0.01004732","308.0906",0,0,1,0,0,0,1,0,0,0,308.0896039,3.12171803406668,2,0.5," "
"30041","61459","742","3706","445.114013671875","62079","137.0234","0.01004732","308.0906",0,1,0,0,0,0,0,0,0,1,308.089604,3.12139345429442,2,1,"Biggest NL (One)"
"500577","61459","742","3706","445.114013671875","62079","283.061","0.295354","162.053",1,0,0,0,0,0,0,0,0,0,162.0528233,1.00196780889389,1,1," "
"300313","61459","742","3706","445.114013671875","62079","299.0564","0.1202937","146.0576",0,1,0,0,0,0,0,0,0,0,146.0579087,2.16372267407378,1,1," "
"629222","62080","745","3721","579.1719360351562","62342","271.0613","1","308.1107",1,1,0,0,0,0,0,0,0,0,308.110732,0.227076996616021,2,0.5,"Biggest NL (One)"
"579717","62080","745","3721","579.1719360351562","62342","285.077","0.02034657","294.095",1,0,1,0,0,0,0,0,0,0,294.0950819,0.336166373047183,2,0.5," "
